from_id	to_id	weight
U1	U2	1
U1	U13	1
U1	U18	1
U1	U33	1
U1	U49	1
U1	U51	1
U1	U110	1
U1	U136	1
U1	U146	1
U1	U176	1
U1	U249	1
U1	U274	1
U1	U333	1
U1	U341	1
U1	U342	1
U1	U356	1
U1	U379	1
U2	U3	1
U2	U4	1
U2	U6	1
U2	U36	1
U2	U39	1
U2	U57	1
U2	U64	1
U2	U87	1
U2	U95	1
U2	U100	1
U2	U108	1
U2	U117	1
U2	U146	1
U2	U154	1
U2	U168	1
U2	U173	1
U2	U197	1
U2	U201	1
U2	U217	1
U2	U228	1
U2	U238	1
U2	U243	1
U2	U246	1
U2	U257	1
U2	U282	1
U2	U293	1
U2	U312	1
U2	U323	1
U2	U335	1
U2	U343	1
U2	U363	1
U2	U372	1
U3	U35	1
U3	U49	1
U3	U55	1
U3	U69	1
U3	U70	1
U3	U85	1
U3	U125	1
U3	U169	1
U3	U201	1
U3	U285	1
U3	U289	1
U3	U290	1
U4	U13	1
U4	U28	1
U4	U32	1
U4	U140	1
U4	U171	1
U4	U201	1
U4	U209	1
U4	U229	1
U4	U296	1
U4	U322	1
U4	U329	1
U4	U400	1
U5	U44	1
U5	U46	1
U5	U198	1
U5	U220	1
U5	U305	1
U6	U7	1
U6	U10	1
U6	U29	1
U6	U32	1
U6	U71	1
U6	U72	1
U6	U78	1
U6	U98	1
U6	U108	1
U6	U114	1
U6	U115	1
U6	U138	1
U6	U171	1
U6	U181	1
U6	U185	1
U6	U201	1
U6	U221	1
U6	U247	1
U6	U315	1
U6	U317	1
U6	U327	1
U6	U349	1
U6	U367	1
U6	U384	1
U7	U8	1
U7	U161	1
U7	U255	1
U7	U337	1
U8	U45	1
U8	U96	1
U8	U99	1
U8	U109	1
U8	U207	1
U8	U239	1
U8	U249	1
U8	U254	1
U9	U17	1
U9	U122	1
U9	U231	1
U9	U286	1
U10	U19	1
U10	U75	1
U10	U125	1
U10	U199	1
U10	U252	1
U10	U278	1
U11	U80	1
U12	U21	1
U12	U30	1
U12	U60	1
U12	U105	1
U12	U132	1
U13	U47	1
U13	U118	1
U13	U136	1
U14	U56	1
U14	U92	1
U14	U97	1
U14	U109	1
U14	U183	1
U14	U200	1
U14	U210	1
U14	U237	1
U14	U251	1
U14	U283	1
U14	U304	1
U14	U375	1
U14	U395	1
U15	U26	1
U15	U40	1
U15	U44	1
U15	U67	1
U15	U129	1
U15	U131	1
U15	U336	1
U16	U64	1
U16	U73	1
U16	U81	1
U16	U103	1
U16	U212	1
U16	U219	1
U16	U298	1
U17	U117	1
U17	U167	1
U17	U247	1
U18	U163	1
U18	U340	1
U18	U383	1
U19	U60	1
U19	U143	1
U19	U250	1
U19	U325	1
U19	U338	1
U20	U21	1
U20	U23	1
U20	U41	1
U20	U68	1
U20	U96	1
U20	U124	1
U20	U206	1
U20	U216	1
U20	U244	1
U20	U351	1
U20	U389	1
U21	U67	1
U21	U93	1
U21	U98	1
U21	U133	1
U21	U224	1
U21	U377	1
U22	U122	1
U22	U130	1
U22	U134	1
U22	U139	1
U23	U27	1
U24	U29	1
U24	U40	1
U24	U82	1
U24	U93	1
U24	U97	1
U24	U101	1
U24	U116	1
U24	U123	1
U24	U132	1
U24	U145	1
U24	U242	1
U24	U350	1
U25	U48	1
U25	U79	1
U25	U223	1
U25	U230	1
U25	U261	1
U25	U266	1
U26	U72	1
U26	U161	1
U26	U355	1
U27	U50	1
U27	U148	1
U27	U296	1
U27	U340	1
U28	U258	1
U28	U393	1
U29	U228	1
U29	U240	1
U30	U189	1
U31	U76	1
U31	U124	1
U31	U267	1
U31	U295	1
U31	U318	1
U31	U359	1
U31	U367	1
U32	U397	1
U33	U65	1
U33	U266	1
U33	U316	1
U34	U62	1
U35	U51	1
U35	U225	1
U35	U259	1
U35	U326	1
U35	U389	1
U36	U73	1
U36	U88	1
U37	U54	1
U38	U74	1
U38	U284	1
U38	U294	1
U38	U312	1
U39	U56	1
U39	U165	1
U39	U183	1
U39	U352	1
U41	U119	1
U41	U174	1
U42	U74	1
U42	U112	1
U42	U137	1
U42	U281	1
U42	U334	1
U42	U338	1
U42	U374	1
U43	U112	1
U43	U127	1
U43	U234	1
U43	U364	1
U44	U128	1
U45	U75	1
U45	U164	1
U45	U175	1
U45	U352	1
U46	U290	1
U47	U95	1
U47	U243	1
U48	U168	1
U48	U207	1
U48	U232	1
U49	U155	1
U49	U396	1
U50	U83	1
U50	U193	1
U50	U211	1
U50	U253	1
U50	U371	1
U51	U69	1
U51	U94	1
U52	U57	1
U52	U188	1
U52	U276	1
U52	U294	1
U52	U308	1
U53	U77	1
U53	U79	1
U53	U144	1
U53	U254	1
U53	U300	1
U53	U317	1
U53	U344	1
U54	U89	1
U54	U234	1
U55	U145	1
U55	U177	1
U55	U253	1
U55	U265	1
U55	U311	1
U56	U61	1
U56	U119	1
U56	U165	1
U57	U100	1
U57	U164	1
U58	U62	1
U59	U187	1
U61	U137	1
U61	U372	1
U62	U158	1
U62	U311	1
U62	U357	1
U62	U374	1
U63	U94	1
U63	U366	1
U66	U336	1
U67	U160	1
U67	U188	1
U67	U199	1
U67	U373	1
U69	U324	1
U70	U153	1
U70	U388	1
U71	U134	1
U71	U178	1
U71	U189	1
U72	U77	1
U72	U83	1
U72	U210	1
U72	U225	1
U74	U123	1
U76	U103	1
U76	U129	1
U76	U178	1
U78	U286	1
U79	U332	1
U80	U89	1
U81	U113	1
U81	U121	1
U81	U242	1
U82	U143	1
U82	U163	1
U82	U397	1
U83	U104	1
U84	U105	1
U84	U111	1
U85	U308	1
U86	U87	1
U86	U127	1
U86	U157	1
U88	U104	1
U88	U115	1
U88	U256	1
U88	U295	1
U90	U354	1
U91	U190	1
U91	U327	1
U91	U386	1
U91	U400	1
U92	U186	1
U92	U366	1
U93	U229	1
U93	U232	1
U93	U287	1
U93	U378	1
U93	U384	1
U94	U181	1
U94	U216	1
U94	U231	1
U95	U126	1
U95	U363	1
U96	U172	1
U96	U241	1
U97	U293	1
U97	U360	1
U98	U212	1
U98	U219	1
U98	U314	1
U102	U157	1
U103	U306	1
U104	U138	1
U104	U248	1
U104	U275	1
U104	U359	1
U110	U334	1
U111	U118	1
U111	U149	1
U112	U131	1
U113	U328	1
U113	U342	1
U114	U348	1
U118	U144	1
U118	U378	1
U119	U197	1
U119	U360	1
U120	U260	1
U121	U141	1
U121	U174	1
U121	U192	1
U121	U325	1
U121	U326	1
U121	U347	1
U121	U381	1
U124	U213	1
U127	U214	1
U130	U218	1
U131	U169	1
U132	U284	1
U132	U304	1
U133	U259	1
U134	U179	1
U135	U257	1
U135	U364	1
U138	U263	1
U138	U282	1
U138	U287	1
U139	U322	1
U140	U319	1
U143	U329	1
U145	U150	1
U147	U220	1
U147	U244	1
U147	U323	1
U149	U177	1
U149	U260	1
U152	U193	1
U153	U330	1
U155	U354	1
U158	U375	1
U159	U175	1
U159	U176	1
U159	U203	1
U159	U236	1
U159	U339	1
U159	U343	1
U159	U358	1
U161	U206	1
U161	U224	1
U162	U236	1
U163	U208	1
U163	U274	1
U163	U314	1
U164	U349	1
U168	U237	1
U168	U291	1
U171	U191	1
U171	U271	1
U173	U275	1
U173	U298	1
U173	U376	1
U175	U222	1
U175	U370	1
U176	U309	1
U176	U396	1
U179	U192	1
U180	U386	1
U180	U387	1
U187	U221	1
U190	U362	1
U190	U385	1
U191	U267	1
U193	U218	1
U195	U292	1
U196	U246	1
U197	U369	1
U198	U369	1
U199	U280	1
U199	U309	1
U200	U283	1
U200	U382	1
U200	U395	1
U203	U222	1
U203	U324	1
U205	U292	1
U206	U348	1
U207	U238	1
U214	U288	1
U216	U273	1
U218	U297	1
U221	U278	1
U226	U320	1
U228	U297	1
U230	U265	1
U230	U319	1
U232	U268	1
U240	U248	1
U240	U279	1
U241	U252	1
U241	U270	1
U244	U321	1
U248	U262	1
U248	U387	1
U249	U337	1
U251	U315	1
U252	U273	1
U252	U276	1
U261	U285	1
U261	U300	1
U261	U365	1
U267	U390	1
U268	U388	1
U276	U302	1
U276	U313	1
U276	U331	1
U276	U379	1
U277	U361	1
U284	U346	1
U294	U306	1
U303	U335	1
U306	U351	1
U318	U380	1
U321	U370	1
U324	U368	1
U326	U331	1
U333	U339	1
U334	U376	1
U342	U358	1
U345	U390	1
U351	U383	1
U359	U393	1
U364	U381	1
U365	U380	1
