from_id	to_id	weight
U222	U548	1
U28	U156	1
U548	U222	1
U334	U604	1
U334	U691	1
U222	U347	1
U235	U227	1
U337	U31	1
U28	U89	1
U337	U31	1
U548	U432	1
U28	U175	1
U222	U548	1
U483	U92	1
U432	U548	1
U222	U548	1
U548	U222	1
U276	U109	1
U175	U33	1
U142	U602	1
U384	U159	1
U6	U102	1
U648	U31	1
U276	U109	1
U175	U178	1
U548	U699	1
U235	U227	1
U771	U31	1
U159	U9	1
U6	U89	1
U175	U356	1
U490	U57	1
U159	U9	1
U432	U1156	1
U302	U14	1
U384	U159	1
U341	U29	1
U9	U159	1
U602	U142	1
U165	U513	1
U222	U347	1
U222	U548	1
U337	U31	1
U513	U165	1
U31	U802	1
U8	U51	1
U222	U548	1
U51	U8	1
U802	U31	1
U31	U802	1
U165	U302	1
U30	U142	1
U509	U31	1
U8	U51	1
U357	U33	1
U58	U29	1
U432	U548	1
U30	U142	1
U334	U661	1
U548	U222	1
U802	U31	1
U548	U222	1
U222	U548	1
U165	U188	1
U31	U648	1
U432	U548	1
U548	U222	1
U8	U51	1
U548	U432	1
U337	U31	1
U142	U602	1
U165	U8	1
U107	U654	1
U51	U8	1
U334	U725	1
U468	U33	1
U222	U548	1
U197	U31	1
U334	U161	1
U31	U197	1
U58	U53	1
U731	U345	1
U699	U548	1
U83	U551	1
U30	U64	1
U235	U130	1
U551	U83	1
U261	U149	1
U83	U22	1
U89	U235	1
U83	U551	1
U302	U684	1
U201	U188	1
U118	U201	1
U551	U626	1
U149	U261	1
U551	U1070	1
U235	U89	1
U130	U235	1
U9	U89	1
U188	U684	1
U188	U165	1
U83	U551	1
U235	U130	1
U651	U1147	1
U197	U830	1
U89	U9	1
U107	U201	1
U81	U29	1
U201	U30	1
U130	U235	1
U648	U165	1
U235	U130	1
U9	U89	1
U337	U31	1
U130	U235	1
U302	U165	1
U126	U469	1
U384	U159	1
U222	U347	1
U89	U9	1
U551	U83	1
U222	U347	1
U142	U30	1
U551	U83	1
U92	U602	1
U9	U89	1
U337	U31	1
U188	U684	1
U276	U109	1
U276	U683	1
U334	U494	1
U684	U188	1
U32	U343	1
U337	U31	1
U235	U227	1
U276	U109	1
U293	U738	1
