from_id	to_id	weight
10260	1002	2
10260	10260	1
10260	1363	2
10260	14027	2
10260	151	3
10260	19088	2
10260	19090	2
10260	19091	2
10260	19092	2
10260	2913	2
10260	2930	2
10260	3077	2
10260	3121	2
10260	3381	2
10260	3848	2
10260	3860	2
10260	3968	2
10260	3987	2
10260	4011	2
10260	4035	2
10260	4036	2
10260	4058	2
10260	4064	2
10260	4072	2
10260	4163	2
10260	460	2
10260	5024	2
10260	5506	2
10260	5550	2
10260	5596	2
10260	6018	2
10260	7369	2
10260	7714	2
10260	7716	2
10260	7719	2
10260	7721	2
10260	7838	2
10260	7991	2
10260	8355	2
10260	8381	2
10260	9313	1
10354	10374	1
10354	10388	1
10354	112	1
10354	172	1
10354	17781	1
10354	251	1
10354	277	1
10354	293	1
10354	29794	1
10354	29796	1
10354	29810	1
10354	29821	1
10354	322	1
10354	32864	1
10354	32873	1
10354	32874	1
10354	401	1
10354	7659	1
10354	8336	1
10354	8349	1
10354	8627	1
10354	9823	1
10354	9947	1
1061	2050	1
1077	1811	1
1077	3015	1
1077	3600	1
1077	663	1
1077	969	1
11303	251	1
11303	75217	1
11303	75248	1
11303	75469	1
11368	188	1
11368	193	1
11368	29780	1
11368	8595	1
115	2	1
11519	10228	1
11539	1043	1
11667	129	1
