3	52
3	52
2	96
2	96
8	30
2	115
91	118
100	120
100	120
115	118
100	120
115	118
96	102
100	115
85	115
96	99
96	99
83	118
90	137
90	137
85	118
90	137
90	137
106	115
20	157
115	118
85	118
20	64
33	76
115	118
20	33
33	76
14	159
106	115
20	33
20	64
115	118
85	115
20	33
20	64
113	115
85	118
115	118
119	125
20	33
115	118
113	118
113	115
20	64
85	113
20	33
20	64
113	118
113	115
33	64
115	118
119	125
33	39
20	64
113	115
115	118
114	121
39	64
85	113
26	54
100	120
20	64
115	118
97	119
20	64
114	119
115	118
156	179
115	118
114	119
156	179
33	75
118	161
156	179
90	137
97	119
115	118
118	161
115	118
33	76
118	161
18	166
96	101
97	125
33	76
154	159
33	161
33	118
33	76
156	165
118	161
33	161
154	159
118	161
33	118
106	114
154	159
33	161
33	118
106	114
76	118
164	174
118	161
154	175
154	159
33	76
159	175
161	166
96	101
154	159
161	166
119	120
164	174
18	33
164	179
154	159
159	174
119	120
164	174
164	166
164	165
154	164
97	100
115	125
113	114
119	120
164	174
166	174
99	100
154	175
101	103
113	114
4	64
164	174
159	175
155	168
166	174
166	174
166	174
49	67
49	60
166	174
150	165
166	174
150	165
166	174
150	165
166	174
156	179
163	177
166	174
156	179
166	174
150	158
171	178
166	174
156	179
166	174
156	179
166	174
156	179
166	174
156	179
166	174
131	144
166	174
156	179
166	174
156	179
166	174
154	175
166	174
156	179
166	174
166	174
157	159
157	159
152	170
152	170
80	89
157	159
84	89
90	141
139	141
84	91
154	175
154	175
156	179
156	179
157	159
156	179
157	159
157	159
156	179
156	179
154	175
154	175
154	175
154	175
154	175
154	175
164	176
164	176
157	159
154	175
157	159
159	175
154	175
154	175
156	179
154	175
156	179
156	179
156	179
166	174
166	174
166	174
166	174
166	174
154	175
166	174
156	179
166	174
156	179
166	174
166	174
166	174
154	175
166	174
166	174
91	141
156	179
166	174
166	174
156	179
166	174
156	179
166	174
166	174
166	174
166	174
166	174
166	174
166	174
156	179
166	174
156	179
78	139
166	174
156	179
166	174
156	179
157	159
166	174
166	176
166	174
166	174
166	174
166	174
157	159
166	174
157	159
166	174
157	159
151	172
166	174
157	159
166	174
159	175
166	174
166	174
166	174
131	132
166	174
166	174
166	174
166	174
132	137
166	174
166	174
166	174
166	174
166	174
166	174
159	175
159	175
159	175
159	175
156	179
159	175
159	175
156	179
156	179
157	159
156	179
157	159
156	179
157	159
142	147
156	179
154	175
154	175
156	179
171	178
171	178
171	178
171	178
159	175
166	174
171	178
159	175
171	178
159	175
166	174
154	175
159	175
154	175
166	174
154	175
166	174
154	175
168	176
166	174
166	174
166	174
166	174
156	179
166	174
156	179
154	175
166	174
157	159
154	175
166	174
154	175
166	174
166	174
166	174
166	174
139	141
166	174
156	179
166	174
166	174
156	179
166	174
156	179
171	178
166	174
156	179
151	172
166	174
156	179
166	174
156	179
166	174
166	174
166	174
166	174
166	174
134	139
166	174
139	141
166	174
166	174
166	174
156	179
166	174
166	174
166	174
156	179
166	174
156	179
166	174
159	175
156	179
166	174
156	179
151	172
166	174
159	175
156	179
166	174
159	175
156	179
156	179
156	179
166	174
156	179
166	174
156	179
166	174
156	179
171	178
166	174
171	178
171	178
22	48
166	174
166	174
166	174
157	159
154	175
156	179
156	179
159	175
156	179
166	174
166	174
166	174
156	179
166	174
156	179
157	159
157	159
157	159
157	159
166	174
157	159
166	174
157	159
166	174
157	159
166	174
154	175
157	159
166	174
166	174
166	174
22	48
22	48
166	174
166	174
22	48
166	174
22	48
22	48
166	174
22	48
22	48
166	174
22	48
22	48
157	159
156	179
166	174
156	179
22	48
166	174
166	174
166	174
157	159
157	159
166	174
157	159
166	174
157	159
166	174
157	159
166	174
157	159
159	175
156	179
157	159
166	174
157	159
166	174
157	159
166	174
157	159
166	174
157	159
166	174
166	174
166	174
159	175
166	174
166	174
166	174
166	174
157	159
157	159
157	159
151	172
154	175
154	175
156	179
157	159
156	179
150	165
81	139
153	178
150	165
90	141
81	144
150	166
150	165
90	141
44	73
166	174
151	166
156	179
161	166
151	165
155	176
90	144
164	174
36	166
156	179
36	161
161	166
36	161
155	176
164	174
36	166
156	179
141	149
150	165
156	179
155	176
151	165
154	175
150	165
90	141
150	151
67	172
156	179
151	165
157	177
155	156
67	152
150	165
90	141
150	151
175	176
89	93
67	156
151	165
157	177
87	142
150	165
161	166
150	151
151	165
175	176
67	156
68	73
157	177
87	142
150	165
64	76
150	151
153	166
172	175
151	165
36	153
157	177
150	165
2	136
64	76
150	151
137	141
5	73
138	141
151	165
151	165
150	165
164	174
163	173
87	142
150	165
90	141
150	151
153	166
137	141
90	144
143	147
36	153
90	139
