from_id	to_id	weight
U16	U51	1
U41	U65	1
U16	U51	1
U41	U65	1
U14	U41	1
U14	U41	1
U14	U41	1
U40	U33	1
U41	U65	1
U14	U41	1
U1	U40	1
U82	U109	1
U109	U99	1
U126	U31	1
U126	U31	1
U14	U41	1
U16	U51	1
U16	U51	1
U14	U41	1
U16	U51	1
U16	U51	1
U94	U44	1
U14	U41	1
U94	U44	1
U14	U41	1
U41	U65	1
U25	U27	1
U14	U41	1
U3	U41	1
U26	U75	1
U3	U41	1
U3	U65	1
U41	U65	1
U26	U75	1
U3	U41	1
U3	U65	1
U3	U41	1
U3	U41	1
U75	U27	1
U75	U11	1
U26	U11	1
U26	U75	1
U80	U41	1
U25	U27	1
U3	U41	1
U26	U11	1
U3	U41	1
U26	U11	1
U80	U41	1
U3	U41	1
U75	U27	1
U3	U41	1
U3	U41	1
U26	U11	1
U3	U41	1
U3	U41	1
U26	U27	1
U9	U65	1
U3	U41	1
U75	U11	1
U9	U65	1
U3	U41	1
U26	U11	1
U52	U9	1
U26	U11	1
U52	U9	1
U14	U20	1
U26	U11	1
U75	U11	1
U26	U11	1
U26	U11	1
U26	U11	1
U75	U27	1
U25	U27	1
U95	U3	1
U95	U3	1
U95	U3	1
U40	U83	1
U12	U83	1
U41	U10	1
U26	U27	1
U26	U11	1
U56	U40	1
U81	U40	1
U95	U51	1
U69	U4	1
U75	U11	1
U81	U75	1
U75	U11	1
U26	U11	1
U11	U40	1
U26	U11	1
U11	U40	1
U52	U18	1
U26	U11	1
U94	U16	1
U11	U40	1
U80	U119	1
U94	U44	1
U75	U40	1
U26	U11	1
U75	U40	1
U26	U11	1
U11	U40	1
U16	U40	1
U75	U11	1
U26	U11	1
U75	U83	1
U95	U16	1
U26	U11	1
U26	U75	1
U75	U83	1
U95	U16	1
U56	U40	1
U60	U65	1
U26	U11	1
U81	U26	1
U80	U119	1
U26	U11	1
U26	U75	1
U106	U40	1
U95	U16	1
U26	U11	1
U26	U75	1
U106	U40	1
U95	U16	1
U26	U11	1
U106	U40	1
U81	U27	1
U75	U11	1
U26	U11	1
U106	U40	1
U56	U40	1
U95	U51	1
U75	U11	1
U26	U11	1
U106	U40	1
U26	U11	1
U56	U40	1
U26	U11	1
U60	U115	1
U106	U40	1
U75	U11	1
U26	U11	1
U88	U64	1
U106	U40	1
U56	U40	1
U26	U11	1
U43	U43	1
U95	U16	1
U56	U40	1
U26	U11	1
U56	U40	1
U16	U3	1
U26	U11	1
U81	U75	1
U56	U40	1
U26	U11	1
U106	U40	1
U56	U40	1
U81	U26	1
U28	U100	1
U26	U11	1
U28	U100	1
U56	U40	1
